A;B;C;01:00;02:00;03:00;04:00;05:00;06:00;07:00;08:00;09:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00;24:00;T16;T24;latWGS84;loWGS84;Aangemaakt op
20150219;Medium;00-30;0;0;0;0;0;0;0;1;0;3;4;1;1;0;1;3;2;3;0;0;1;0;0;0;20;20;;;08/07/2016
20150219;Medium;30-50;1;0;0;0;0;0;6;16;19;22;23;21;18;20;16;22;23;22;14;4;3;1;1;0;250;252;;;08/07/2016
20150219;Medium;50-70;0;1;1;0;2;7;4;9;4;4;3;3;7;9;4;0;6;2;0;2;3;1;0;0;61;72;;;08/07/2016
20150219;Medium;70-90;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;;;08/07/2016
20150219;Medium;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150219;Zwaar;00-30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;3;3;;;08/07/2016
20150219;Zwaar;30-50;0;0;0;0;0;2;7;11;7;11;7;15;7;6;6;14;15;7;2;5;1;0;0;0;121;123;;;08/07/2016
20150219;Zwaar;50-70;0;0;0;0;1;2;2;2;4;2;0;0;1;2;2;1;0;0;1;0;1;0;0;0;18;21;;;08/07/2016
20150219;Zwaar;70-90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150219;Zwaar;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150220;Licht;00-30;0;2;0;1;1;1;1;1;8;23;15;13;16;15;40;27;33;42;24;10;9;4;0;1;281;287;;;08/07/2016
20150220;Licht;30-50;14;7;1;4;7;4;47;96;196;237;317;342;338;347;434;470;558;538;387;289;138;81;84;42;4815;4978;;;08/07/2016
20150220;Licht;50-70;20;19;7;3;12;16;41;82;50;49;84;93;106;81;65;77;85;87;108;84;77;50;73;46;1219;1415;;;08/07/2016
20150220;Licht;70-90;1;1;1;4;5;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;3;2;25;;;08/07/2016
20150220;Licht;90-..;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;08/07/2016
20150220;Medium;00-30;0;0;0;0;0;2;0;1;0;2;1;2;1;2;1;2;2;1;2;0;0;0;0;0;17;19;;;08/07/2016
20150220;Medium;30-50;1;0;0;1;1;1;7;21;22;24;30;26;24;24;18;29;14;9;6;6;6;3;2;0;269;275;;;08/07/2016
20150220;Medium;50-70;0;0;1;0;1;2;5;8;6;2;3;4;5;1;1;1;1;1;1;2;2;0;1;0;43;48;;;08/07/2016
20150220;Medium;70-90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150220;Medium;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150220;Zwaar;00-30;0;0;0;0;1;0;0;0;0;2;0;0;0;0;2;0;2;0;1;0;0;0;0;0;7;8;;;08/07/2016
20150220;Zwaar;30-50;1;0;0;0;0;2;7;4;12;16;11;12;13;15;11;12;8;4;7;4;0;2;0;0;138;141;;;08/07/2016
20150220;Zwaar;50-70;0;0;0;0;1;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;;;08/07/2016
20150220;Zwaar;70-90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150220;Zwaar;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150221;Licht;00-30;0;0;0;0;0;0;1;0;0;5;19;32;8;16;8;52;53;19;11;6;1;0;1;1;231;233;;;08/07/2016
20150221;Licht;30-50;41;22;14;4;1;2;19;30;94;247;366;424;342;336;364;499;517;523;367;194;93;59;107;84;4474;4749;;;08/07/2016
20150221;Licht;50-70;58;30;24;15;12;17;24;28;70;97;74;114;132;98;116;54;81;84;117;147;92;69;89;75;1397;1717;;;08/07/2016
20150221;Licht;70-90;1;1;0;0;1;2;2;0;1;0;0;0;0;0;1;0;0;1;1;1;3;1;4;1;11;21;;;08/07/2016
20150221;Licht;90-..;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;;;08/07/2016
20150221;Medium;00-30;0;0;0;0;1;1;1;1;0;2;0;0;0;3;0;3;3;0;0;0;0;0;0;0;13;15;;;08/07/2016
20150221;Medium;30-50;2;1;0;1;0;0;2;4;9;4;8;10;6;6;5;6;5;4;2;3;2;0;0;1;76;81;;;08/07/2016
20150221;Medium;50-70;0;0;1;1;2;1;0;2;0;1;3;1;1;1;1;0;0;0;0;1;1;1;0;1;13;19;;;08/07/2016
20150221;Medium;70-90;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;;;08/07/2016
20150221;Medium;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150221;Zwaar;00-30;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;3;3;;;08/07/2016
20150221;Zwaar;30-50;0;0;0;0;0;0;3;1;0;2;2;1;1;0;1;3;4;2;3;1;2;0;0;0;26;26;;;08/07/2016
20150221;Zwaar;50-70;0;0;0;0;0;1;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;4;6;;;08/07/2016
20150221;Zwaar;70-90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150221;Zwaar;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150222;Licht;00-30;0;0;0;1;0;0;0;1;0;0;1;4;1;5;1;3;7;8;6;4;2;1;1;0;44;46;;;08/07/2016
20150222;Licht;30-50;29;29;13;11;3;1;11;24;26;100;168;228;182;192;251;262;307;352;253;136;97;68;26;15;2657;2784;;;08/07/2016
20150222;Licht;50-70;95;45;23;14;13;21;17;38;37;74;101;127;120;148;161;115;118;89;93;91;86;46;49;31;1461;1752;;;08/07/2016
20150222;Licht;70-90;3;3;6;1;2;3;1;1;3;3;0;3;2;1;1;3;0;2;1;2;1;2;1;2;26;47;;;08/07/2016
20150222;Licht;90-..;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;;;08/07/2016
20150222;Medium;00-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;;;08/07/2016
20150222;Medium;30-50;0;0;0;0;0;1;0;0;1;3;4;3;6;1;2;4;3;4;2;3;2;1;0;0;39;40;;;08/07/2016
20150222;Medium;50-70;0;0;0;1;1;2;2;2;1;2;1;1;1;3;2;0;1;2;0;0;1;0;0;0;19;23;;;08/07/2016
20150222;Medium;70-90;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;;;08/07/2016
20150222;Medium;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150222;Zwaar;00-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;;;08/07/2016
20150222;Zwaar;30-50;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;0;3;1;3;0;0;1;1;0;13;14;;;08/07/2016
20150222;Zwaar;50-70;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3;3;;;08/07/2016
20150222;Zwaar;70-90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150222;Zwaar;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
