Opnamenummer;Straatnaam;Huisnummer;Deelgemeente;Inplantingsplaats;Aantalfietsplaaten;AantalDuostaanders;AantalMonostaanders;Typeslotringduostaander;AantalVerwijderbarering;AantalAangelastering;Typebodembevestigingduostaander;aantalmetvloerplaat;aantalingebetonneerd;Kleurduostaander;Fotomeerderefotosmogelijk;Opnamedoor;Registratietoestel;Autofield1;OpnameTijdData;Nauwkeurigheid;Autofield2;Autofield3;Autofield4;Autofield5;longitude;latitude;hae;latWGS84;loWGS84;Aangemaakt op
84;Annuntiatenstraat;33;Brugge;Plein;14;7;0;Aangelaste ring (oud);0;14;ingebetonneerd;0;7;Groen;images/insphere/3298f66a-8282-4c49-b66a-93c51b440c9f,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-06T13:17:44,149;Autonomous;7293;GNSS;None;Autonomous;322443;5121565;50141;51.2156499993428;3.22442999997595;22/06/2016
206;Sint-Salvatorskerkhof;1;Brugge;Rijweg;36;18;0;Aangelaste ring (oud);0;36;ingebetonneerd;0;18;Groen;images/insphere/0ae69fa8-71df-4561-bb72-729bfa24fef3,jpg|images/insphere/8a1973bf-ccb3-4787-991c-061135825ef8,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-08T11:38:31,67;Autonomous;18381;GNSS;None;Autonomous;32213695;51205864;61998;51.2058639997263;3.22136950050044;22/06/2016
427;Geralaan;49;Sint-Kruis;Voetpad;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Wit;images/insphere/205b78ac-947c-4df4-8e19-33b8058bb257,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-23T10:55:49,078;Autonomous;5264;GNSS;None;Autonomous;32456286;512188225;49457;51.2188224999618;3.24562860004199;22/06/2016
138;Verbrand Nieuwland;24;Brugge;Voetpad;2;1;0;Aangelaste ring (oud);0;2;ingebetonneerd;0;1;Groen;images/insphere/43fdda5f-6b60-478a-934a-54efad2cbf74,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-07T11:40:56,278;Autonomous;14589;GNSS;None;Autonomous;323757172;512102356;53509;51.21023559929;3.23757172067757;22/06/2016
329;Galbertuslaan;44;Sint-Michiels;Voetpad;2;1;0;Aangelaste ring (oud);0;2;ingebetonneerd;0;1;Groen;images/insphere/8d24bff5-44b0-4359-8fce-bf03f0bb7abd,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-16T11:02:00,826;Autonomous;5973;GNSS;None;Autonomous;321612382;5117502;52319;51.1750199997681;3.21612381919262;22/06/2016
421;Dampoortstraat;181;Sint-Kruis;Andere;10;5;0;Aangelaste ring (oud);0;10;ingebetonneerd;0;5;Groen;images/insphere/26ca1add-00e7-4cf8-a7c8-c10fbd079a88,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-23T10:35:48,628;Autonomous;8237;GNSS;None;Autonomous;323740029;5121859;56584;51.2185900002673;3.23740029041867;22/06/2016
276;Sint-Maartensbilk;14;Brugge;Parkeerstrook;14;7;0;Aangelaste ring (oud);0;14;ingebetonneerd;0;7;Groen;images/insphere/bee25640-dd83-4f2a-9050-8c354b1a1eb1,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-09T15:46:51,557;Autonomous;8956;GNSS;None;Autonomous;3214072;51204258;55614;51.2042579994401;3.21407200099582;22/06/2016
428;Moekerkse Steenweg;95;Sint-Kruis;Parkeerstrook;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Groen;images/insphere/0fcf0ac3-9064-48d7-a1e1-9ed767920621,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-23T11:08:32,31;Autonomous;7625;GNSS;None;Autonomous;32458117;512133141;54884;51.2133140993864;3.24581169913219;22/06/2016
294;Werfstraat;82;Kristus Koning;Voetpad;4;2;0;Verwijderbare ring (nieuw);4;0;ingebetonneerd;0;2;Groen;images/insphere/4073f99c-4516-401c-95b9-38d4a7fe28b9,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-10T15:23:47,83;Autonomous;5596;GNSS;None;Autonomous;3218786;5121836;53694;51.2183600003318;3.21878600029965;22/06/2016
367;Baron Ruzettelaan;-999;Assebroek;Plein;28;14;0;Aangelaste ring (oud);0;28;ingebetonneerd;0;14;Groen;images/insphere/46dc2dc9-8e7b-4f97-94a7-a4095956e130,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-17T11:34:28,822;Autonomous;500;GNSS;None;Autonomous;323474479;511810226;50373;51.1810225993284;3.23474478922272;22/06/2016
126;Gentpoortstraat;8;Brugge;Parkeerstrook;2;1;0;Aangelaste ring (oud);0;2;ingebetonneerd;0;1;Groen;images/insphere/04309029-5ff3-408e-bfe1-27f19d89f161,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-07T09:49:17,28;Autonomous;769;GNSS;None;Autonomous;32319324;512042351;57174;51.2042350994809;3.23193240000484;22/06/2016
327;Pitsenbosdreef;10;Sint-Michiels;Andere;6;3;0;Verwijderbare ring (nieuw);6;0;ingebetonneerd;0;3;Groen;images/insphere/54e0c8ec-6e6a-435e-96fe-2543b41d02f5,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-16T10:37:06,695;Autonomous;5012;GNSS;None;Autonomous;31965487;5117056;51359;51.1705600002382;3.19654870033602;22/06/2016
379;Dudzeelse Steenweg;327;Sint-Pieters;Voetpad;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Zwart;images/insphere/dd882e3a-0fa3-416a-896a-dacedb1992d3,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-20T11:00:28,548;Autonomous;5821;GNSS;None;Autonomous;3230806;5124606;5047;51.2460600005725;3.23080600021549;22/06/2016
198;Zilverpand;38;Brugge;Plein;4;2;0;Verwijderbare ring (nieuw);4;0;ingebetonneerd;0;2;Groen;images/insphere/d24ec77d-6bb1-4a10-b359-2907288786c8,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-08T11:06:33,869;Autonomous;16958;GNSS;None;Autonomous;322010183;5120619;65195;51.2061900001758;3.22010182929565;22/06/2016
484;Kustlaan;238;Zeebrugge;Andere;4;2;0;Aangelaste ring (oud);0;4;ingebetonneerd;0;2;Groen;images/insphere/dcba3680-af6a-43ed-8e8e-0ace56a9d9be,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-30T10:54:38,079;Autonomous;500;GNSS;None;Autonomous;3182944;513271141;50867;51.327114099504;3.18294399890801;22/06/2016
236;Simon Stevinplein;13;Brugge;Plein;10;5;0;Verwijderbare ring (nieuw);10;0;ingebetonneerd;0;5;Groen;images/insphere/355f42d6-a4ce-413f-99c2-a8bc3043a390,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-09T09:04:50,107;Autonomous;10291;GNSS;None;Autonomous;322283959;5120636;63419;51.2063599993826;3.22283958915893;22/06/2016
339;Daverlostraat;76;Assebroek;Voetpad;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Inox;images/insphere/44f88f32-48f4-43a5-9efd-584186919542,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-16T15:43:55,28;Autonomous;7301;GNSS;None;Autonomous;323853254;51200016;5243;51.2000160004705;3.2385325398707;22/06/2016
459;Damse Steenweg;-999;Dudzele;Voetpad;4;2;0;Aangelaste ring (oud);0;4;ingebetonneerd;0;2;Groen;images/insphere/cc663ff9-ed8b-4aa9-8a42-5bba03a40f3e,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-23T15:38:31,492;Autonomous;5317;GNSS;None;Autonomous;323322153;512757874;46816;51.2757873995904;3.23322153120994;22/06/2016
233;Simon Stevinplein;3;Brugge;Plein;4;2;0;Verwijderbare ring (nieuw);4;0;ingebetonneerd;0;2;Groen;images/insphere/254e9ad3-c13a-433e-98d4-e0fbe5e4b708,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-09T08:58:44,8;Autonomous;14809;GNSS;None;Autonomous;322295451;5120653;62932;51.2065300005937;3.22295451112132;22/06/2016
42;Kuipersstraat;3;Brugge;Voetpad;12;6;0;Verwijderbare ring (nieuw);12;0;ingebetonneerd;0;6;Groen;images/insphere/a888fafb-d7f0-47d8-83ca-aaad5a257f18,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-06T09:25:32,209;Autonomous;12265;GNSS;None;Autonomous;322326541;512096634;64623;51.2096634004729;3.22326540900236;22/06/2016
113;Goudsmedenstraat;4;Brugge;Plein;2;1;0;Aangelaste ring (oud);0;2;ingebetonneerd;0;1;Inox;images/insphere/df34ec54-b2c3-4d45-a754-de805df73268,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-07T08:55:04,55;Autonomous;9704;GNSS;None;Autonomous;323054361;512058144;54248;51.2058143996868;3.23054360917101;22/06/2016
464;Baron De Maerelaan;-999;Zeebrugge;Plein;18;9;0;Verwijderbare ring (nieuw);18;0;ingebetonneerd;0;9;Blauw;images/insphere/c2aa643c-461b-4a08-9128-57ceab34ef3e,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-30T09:57:59,432;Autonomous;500;GNSS;None;Autonomous;318326831;513299675;5491;51.3299675006912;3.18326830934881;22/06/2016
458;Stokerij;2;Dudzele;Voetpad;38;19;0;Aangelaste ring (oud);0;38;ingebetonneerd;0;19;Groen;images/insphere/73aa43b4-b5c2-46a5-9568-d1ac94240066,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-23T15:31:36,928;Autonomous;6522;GNSS;None;Autonomous;322873759;51273632;47243;51.2736319994007;3.22873758965786;22/06/2016
116;Stalijzerstraat;6;Brugge;Plein;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Inox;images/insphere/5cea61a6-1c4b-446e-ab1e-ebe713f64565,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-07T09:05:51,216;Autonomous;10491;GNSS;None;Autonomous;323027849;512063828;56046;51.2063828001883;3.23027849024527;22/06/2016
252;Garenmarkt;9;Brugge;Parkeerstrook;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Groen;images/insphere/b21793d1-b213-4f65-884a-7e128d8b5f33,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-09T10:49:58,466;Autonomous;16269;GNSS;None;Autonomous;322932386;5120534;59638;51.2053399994809;3.22932386058121;22/06/2016
93;Spanjaardstraat;3;Brugge;Voetpad;7;3;1;Aangelaste ring (oud);0;7;ingebetonneerd;0;4;Groen;images/insphere/ea97f2ee-49d2-465c-bedf-e04bf3c85bf5,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-06T14:15:08,11;Autonomous;33846;GNSS;None;Autonomous;322517037;512118073;100183;51.2118073003654;3.22517037054564;22/06/2016
161;Geldmuntstraat;27;Brugge;Voetpad;10;5;0;Aangelaste ring (oud);0;10;ingebetonneerd;0;5;Groen;images/insphere/95aaaf9f-1342-4132-8fce-1920ab721232,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-08T09:06:58,55;Autonomous;5631;GNSS;None;Autonomous;3221846;512088661;66532;51.2088660993764;3.22184600004356;22/06/2016
25;Burg;4;Brugge;Plein;8;4;0;Verwijderbare ring (nieuw);8;0;ingebetonneerd;0;4;Groen;images/insphere/f9e41d4b-f74f-4483-a9ed-4f95055c7121,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-06T08:35:46,65;Autonomous;15063;GNSS;None;Autonomous;3226565;512089081;58234;51.2089080999952;3.22656500039865;22/06/2016
165;'t Zand;7;Brugge;Voetpad;14;7;0;Verwijderbare ring (nieuw);14;0;ingebetonneerd;0;7;Groen;images/insphere/2cedc8d2-7eb0-4954-bd4b-8669e4369bec,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-08T09:18:46,197;Autonomous;7386;GNSS;None;Autonomous;321784139;512060623;61795;51.2060622993072;3.21784138915215;22/06/2016
313;Legeweg;-999;Sint-Andries;Andere;8;4;0;Aangelaste ring (oud);0;8;ingebetonneerd;0;4;Groen;images/insphere/0a7c7532-fa16-4380-a2fb-4d8aacab44d2,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-15T10:24:38,609;Autonomous;500;GNSS;None;Autonomous;319077849;512061157;52525;51.2061156999717;3.1907784904279;22/06/2016
283;Burg;12;Brugge;Plein;8;4;0;Verwijderbare ring (nieuw);8;0;ingebetonneerd;0;4;Groen;images/insphere/1895bd3c-45c5-48f2-b525-ecda810a3394,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-10T11:49:20,798;Autonomous;21725;GNSS;None;Autonomous;322745562;512084541;75073;51.2084540999636;3.22745561922205;22/06/2016
314;Knotwilgenlaan;22;Sint-Andries;Andere;10;5;0;Verwijderbare ring (nieuw)|Aangelaste ring (oud);8;2;ingebetonneerd;0;5;Groen;images/insphere/c61e085e-d32e-4e29-a2c4-9c4bc1097804,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-15T10:30:41,712;Autonomous;7887;GNSS;None;Autonomous;318261838;5120742;58766;51.2074200000073;3.18261838010999;22/06/2016
43;Niklaas Desparsstraat;4;Brugge;Parkeerstrook;31;15;1;Verwijderbare ring (nieuw);31;0;ingebetonneerd;0;16;Groen;images/insphere/a1912bd9-3497-471b-8e05-6cd60ccb2acd,jpg|images/insphere/a1e0a8fe-391c-41a0-8686-4eea69a337f1,jpg|images/insphere/2d6e7197-5dbb-4641-aeec-c3b798f0efbf,jpg|images/insphere/8418a554-a418-45f7-ad8c-fb28f3bf43f2,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-06T09:28:23,955;Autonomous;803;GNSS;None;Autonomous;322333384;512096748;57683;51.209674800278;3.2233338391574;22/06/2016
212;Bargeplein;-999;Brugge;Plein;10;5;0;Aangelaste ring (oud);0;10;ingebetonneerd;0;5;Andere;images/insphere/69611791-988c-4e48-b94a-9db8328aeb26,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-08T13:43:04,354;Autonomous;12552;GNSS;None;Autonomous;3225614;511976662;53528;51.1976661999084;3.22561400068951;22/06/2016
496;Veerbootstraat;57;Zeebrugge;Plein;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Andere;images/insphere/a1a1bff8-6eab-46db-ac8e-ef3639316bbe,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-30T11:32:46,605;Autonomous;5923;GNSS;None;Autonomous;319072962;5132595;4963;51.3259500003891;3.19072961914848;22/06/2016
297;Graaf Visartpark;-999;Kristus  Koning;Plein;8;4;0;Aangelaste ring (oud);0;8;ingebetonneerd;0;4;Zwart;images/insphere/20d81266-0d2d-4844-8c62-91d34063b451,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-10T15:51:06,927;Autonomous;12839;GNSS;None;Autonomous;321342;5121214;59346;51.2121399996339;3.21342000064316;22/06/2016
154;Jacob Van Ooststraat;4;Brugge;Plein;22;11;0;Verwijderbare ring (nieuw);22;0;ingebetonneerd;0;11;Groen;images/insphere/5818654c-4faa-48c7-8c64-02854209853e,jpg|images/insphere/4c2288cd-aa72-4684-863c-2eebd50db5e6,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-07T16:43:30,135;Autonomous;10481;GNSS;None;Autonomous;322358131;512103462;64449;51.210346199314;3.2235813093667;22/06/2016
82;Spaanse Loskaai;1;Brugge;Andere;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Groen;images/insphere/2ae302e4-ec8b-46cb-a83b-f01a41fafcfc,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-06T12:57:51,143;Autonomous;13688;GNSS;None;Autonomous;322517157;512131729;6799;51.2131728995087;3.22517157107444;22/06/2016
262;Hoefijzerlaan;40;Brugge;Voetpad;2;1;0;Aangelaste ring (oud);0;2;ingebetonneerd;0;1;Groen;images/insphere/46f65154-4b99-4fe6-b8bb-c0567930fa84,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-09T13:47:58,072;Autonomous;11479;GNSS;None;Autonomous;321573472;5120772;88121;51.2077199998719;3.21573472119068;22/06/2016
355;Pastoor-Verhaegheplein;15;Assebroek;Plein;28;14;0;Aangelaste ring (oud);0;28;ingebetonneerd;0;14;Inox;images/insphere/f79f6936-269e-4207-93a5-d926b530dd13,jpg|images/insphere/0b018745-9b02-414a-83af-4882787afff1,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-17T10:03:06,454;Autonomous;6964;GNSS;None;Autonomous;32746284;511877975;55453;51.1877975006348;3.2746283994891;22/06/2016
91;Jan van Eyckplein;-999;Brugge;Plein;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Groen;images/insphere/b316539b-9a3e-46c5-902e-a22d6eceabc6,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-06T14:07:27,981;Autonomous;5958;GNSS;None;Autonomous;32260623;512116051;49581;51.2116050994418;3.22606230005982;22/06/2016
460;Bossiersgoed;-999;Dudzele;Andere;10;5;0;Verwijderbare ring (nieuw);10;0;ingebetonneerd;0;5;Groen;images/insphere/4f08b606-e0eb-4b62-be13-44b2a67ec712,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-23T15:50:19,944;Autonomous;5479;GNSS;None;Autonomous;322408056;5127275;46799;51.2727500005191;3.22408056041221;22/06/2016
366;Rozenstraat;3;Assebroek;Plein;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Groen;images/insphere/218be515-80a3-4903-bc14-902c09e2fa6c,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-17T11:20:49,683;Autonomous;8164;GNSS;None;Autonomous;323744774;511938667;56367;51.1938666994632;3.23744774026818;22/06/2016
295;Werfstraat;84;Kristus Koning;Voetpad;4;2;0;Verwijderbare ring (nieuw)|Aangelaste ring (oud);2;2;ingebetonneerd;0;2;Groen;images/insphere/81bd13fc-37ab-4268-a061-4137f5f387be,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-10T15:25:02,677;Autonomous;5112;GNSS;None;Autonomous;321882367;5121842;52468;51.2184200005476;3.21882366966552;22/06/2016
96;Biskajersplein;1;Brugge;Plein;16;8;0;Aangelaste ring (oud);0;16;ingebetonneerd;0;8;Groen;images/insphere/feeb5997-b222-4067-8a60-d7d58680189f,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-06T14:30:33,776;Autonomous;18468;GNSS;None;Autonomous;322568059;512112045;64721;51.2112044999881;3.22568058936478;22/06/2016
517;Tijdokstraat;2;Zeebrugge;Plein;12;6;0;Aangelaste ring (oud);0;12;ingebetonneerd;0;6;Groen;images/insphere/6f2d46b2-c530-48ea-81ac-71d6ac64ded7,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-30T12:54:02,461;Autonomous;5544;GNSS;None;Autonomous;3203403;513295479;48838;51.3295478997073;3.20340300024501;22/06/2016
406;Vredestraat;19;Sint-Kruis;Parkeerstrook;4;2;0;Aangelaste ring (oud);0;4;ingebetonneerd;0;2;Andere;images/insphere/b0f1418f-273b-4096-844c-2df54c0b84ce,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-22T15:42:58,44;Autonomous;9435;GNSS;None;Autonomous;32486248;5120932;57606;51.2093199997952;3.24862479998625;22/06/2016
49;Vlamingstraat;36;Brugge;Voetpad;26;13;0;Aangelaste ring (oud);0;26;ingebetonneerd;0;13;Groen;images/insphere/a4deb7f4-3dbd-4c93-99f9-2c093cdb3411,jpg|images/insphere/a5dc082b-e815-4d73-9b1e-134ddd8603fc,jpg|images/insphere/2bf77e5a-c1bc-4b80-aaba-5ac6e8bafe3f,jpg|images/insphere/844b51e4-bf93-4a84-876a-c2ca2dd9bf0b,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-06T09:50:27,408;Autonomous;11412;GNSS;None;Autonomous;3224538;512101364;81501;51.2101363997608;3.22453799979266;22/06/2016
304;Keizer Karelstraat;41;Kristus-Koning;Voetpad;18;9;0;Aangelaste ring (oud);0;18;ingebetonneerd;0;9;Groen;images/insphere/e5699b97-bab5-4679-83fa-750f2eb6bc02,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-14T14:22:23,427;Autonomous;6208;GNSS;None;Autonomous;321214557;5121347;4887;51.2134699996514;3.21214556879445;22/06/2016
163;Noordzandstraat;28;Brugge;Parkeerstrook;8;4;0;Aangelaste ring (oud);0;8;ingebetonneerd;0;4;Groen;images/insphere/e37e7e3e-7fbc-4fe6-b2d9-417f79162e27,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-08T09:12:06,583;Autonomous;14457;GNSS;None;Autonomous;322057748;512078323;5628;51.2078322996711;3.22057747892998;22/06/2016
80;Spaanse Loskaai;1;Brugge;Andere;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Groen;images/insphere/3b1883af-40df-4f6e-b9df-a70f934665d6,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-06T12:55:09,839;Autonomous;9792;GNSS;None;Autonomous;322530866;512131462;56058;51.213146200696;3.22530865973386;22/06/2016
374;Arendstraat;12;Koolkerke;Plein;12;6;0;Aangelaste ring (oud);0;12;ingebetonneerd;0;6;Inox;images/insphere/c54bddcd-ee49-482c-a5a5-10b730071263,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-17T15:14:47,356;Autonomous;5823;GNSS;None;Autonomous;3248148;5124154;48014;51.2415399993498;3.24814799953194;22/06/2016
254;Garenmarkt;9;Brugge;Parkeerstrook;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Groen;images/insphere/a6a08cd3-21a9-4ba1-aea8-66a7acd6f050,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-09T10:53:21,702;Autonomous;8868;GNSS;None;Autonomous;322924662;51205452;68694;51.2054519994228;3.22924662080673;22/06/2016
386;Steenkaai;-999;Sint-Pieters;Plein;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Groen;images/insphere/b183c7eb-1b95-441f-b448-358bece3a79f,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-22T10:12:03,797;Autonomous;6208;GNSS;None;Autonomous;320610619;512184143;5203;51.2184142999354;3.20610619003011;22/06/2016
75;Spaanse Loskaai;1;Brugge;Andere;4;2;0;Aangelaste ring (oud);0;4;ingebetonneerd;0;2;Groen;images/insphere/f381ae40-7a03-4f54-942e-e4f91ceaa469,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-06T12:46:46,463;Autonomous;2006;GNSS;None;Autonomous;322567749;512133446;54831;51.213344600124;3.22567748964743;22/06/2016
494;Veerbootstraat;35;Zeebrugge;Andere;8;4;0;Aangelaste ring (oud);0;8;ingebetonneerd;0;4;Andere;images/insphere/ec8d10ef-1472-4428-8252-324a03107684,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-30T11:25:36,194;Autonomous;6537;GNSS;None;Autonomous;319021678;513257866;49815;51.3257866003504;3.19021678100012;22/06/2016
447;Peelaertplein;-999;Sint-Kruis;Plein;10;5;0;Aangelaste ring (oud);0;10;ingebetonneerd;0;5;Groen;images/insphere/72b0be2d-7fbf-4766-a5b1-ee0affc6234f,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-23T12:21:54,142;Autonomous;500;GNSS;None;Autonomous;328185034;5121262;51268;51.2126199994995;3.28185033928403;22/06/2016
8;Predikherenrei;3;Brugge;Voetpad;10;5;0;Aangelaste ring (oud);0;10;ingebetonneerd;0;5;Groen;images/insphere/af632890-3dff-4d46-8ba0-233177af2dd7,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-03T15:15:31,664;Autonomous;776;GNSS;None;Autonomous;3232674;5120898;57072;51.2089800001039;3.23267400006223;22/06/2016
372;Zagersweg;43;Koolkerke;Voetpad;8;4;0;Aangelaste ring (oud);0;8;ingebetonneerd;0;4;Groen;images/insphere/219664a9-d9a7-468c-b8d9-17a49974cf44,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-17T14:56:02,035;Autonomous;500;GNSS;None;Autonomous;324471;512295151;51738;51.2295151004427;3.2447100006504;22/06/2016
117;Park;8;Brugge;Parkeerstrook;12;6;0;Aangelaste ring (oud);0;12;ingebetonneerd;0;6;Groen;images/insphere/dd0884a9-78b5-4014-9862-733dfa5128fd,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-07T09:09:16,567;Autonomous;8469;GNSS;None;Autonomous;323036623;512070732;56243;51.2070731994638;3.2303662302952;22/06/2016
293;Werfstraat;80;Kristus Koning;Voetpad;4;2;0;Verwijderbare ring (nieuw);4;0;ingebetonneerd;0;2;Groen;images/insphere/99d8b6d3-f648-4a32-9876-2b9a7371aa21,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-10T15:22:02,281;Autonomous;6854;GNSS;None;Autonomous;321871114;5121832;57166;51.2183199993312;3.2187111391477;22/06/2016
273;Boeveriestraat;63;Brugge;Voetpad;4;2;0;Aangelaste ring (oud);0;4;ingebetonneerd;0;2;Groen;images/insphere/e92fe8e2-bc64-43e3-80d3-0b6674fef355,jpg;tom,boi@brugge,be;Juno 5;Digitized;2015-07-09T15:25:16,537;Digitized;-9999;Digitized;None;Digitized;3215819;5120166;0;51.2016600004597;3.21581900032469;22/06/2016
487;Bastenakenstraat;-999;Zeebrugge;Plein;4;2;0;Aangelaste ring (oud);0;4;ingebetonneerd;0;2;Inox;images/insphere/51d17ac3-ae14-4959-800d-731d80d23b8b,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-30T11:07:12,528;Autonomous;8197;GNSS;None;Autonomous;318221879;513281441;53821;51.328144099862;3.18221878940399;22/06/2016
251;Garenmarkt;21;Brugge;Parkeerstrook;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Groen;images/insphere/7e8fa238-75d9-4c14-951c-829f86a095a4,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-09T10:45:58,637;Autonomous;15677;GNSS;None;Autonomous;322954655;512046661;367;51.204666099795;3.22954655126728;22/06/2016
90;Jan Van Eyckplein;-999;Brugge;Plein;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Groen;images/insphere/4485e74c-8c97-44a4-a269-dc967bb699e0,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-06T14:04:08,641;Autonomous;12737;GNSS;None;Autonomous;32260623;512116241;53692;51.211624099615;3.22606229965685;22/06/2016
52;Vlamingstraat;74;Brgge;Voetpad;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Groen;images/insphere/851ea633-4ae4-4b2a-adb3-354d6f2a49c7,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-06T10:07:03,541;Autonomous;8449;GNSS;None;Autonomous;322428179;5121108;79678;51.2110799994397;3.22428178958572;22/06/2016
394;Blankenbergse Steenweg;233;Sint-Pieters;Plein;6;3;0;Verwijderbare ring (nieuw);6;0;ingebetonneerd;0;3;Groen;images/insphere/6ebb7518-d2ac-47a7-b125-16f9d55ff87a,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-22T11:43:17,481;Autonomous;500;GNSS;None;Autonomous;320546532;512299919;48177;51.2299918996199;3.20546531925781;22/06/2016
512;Rederskaai;15;Zeebrugge;Plein;6;3;0;Aangelaste ring (oud);0;6;ingebetonneerd;0;3;Inox;images/insphere/18efe818-b101-4706-851e-faa218c375b4,jpg;tom,boi@brugge,be;Juno 5;GNSS;2015-07-30T12:37:50,483;Autonomous;6532;GNSS;None;Autonomous;320282388;5133387;52366;51.3338700004744;3.2028238806438;22/06/2016
